COD_MKT_ID;COD_MKT;AREA;COD_AREA;MACROSETTORE;COD_MACROSET;SETTORE;COD_SETT;REPARTO;COD_REP;CATEGORIA;COD_CATEG;SOTTOCATEGORIA;COD_SUBCATEG;SEGMENTO;COD_SEGMENTO
5036;56032120101;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;TALEGGIO;01
5037;56032120102;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;GORGONZOLA PICCANTE;02
5038;56032120103;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;GORGONZOLA DOLCE;03
5039;56032120104;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;GORGONZOLA AL MASCARPONE;04
5040;56032120105;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;CACIOTTE VACCINE (COMPRESO ITALICO);05
5041;56032120106;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;CACIOTTE MISTE;06
5042;56032120107;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;ALTRE CACIOTTE(CAPRA,ECC);07
5043;56032120108;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;MUFFETTATI;08
5044;56032120109;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;ERBORINATI;09
5045;56032120110;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;MORBIDI;01;ALTRI;10
5046;56032120201;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;PASTA FILATA;02;PROVOLONE CLASSICO;01
5047;56032120202;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;PASTA FILATA;02;PROVOLONE DOLCE;02
5048;56032120203;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;PASTA FILATA;02;CACIOCAVALLO;03
5049;56032120204;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;PASTA FILATA;02;SCAMORZE;04
5050;56032120205;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;PASTA FILATA;02;ALTRI;05
5051;56032120301;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;EMMENTAL;01
5052;56032120302;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;ALTRI OCCHIATI;02
5053;56032120303;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;PECORINO ROMANO;03
5054;56032120304;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;PECORINO SARDO;04
5055;56032120305;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;PECORINO TOSCANO;05
5056;56032120306;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;ALTRI PECORINI;06
5057;56032120307;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;ASIAGO;07
5058;56032120308;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;MONTASIO;08
5059;56032120309;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;FONTINA;09
5060;56032120310;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;TOMA;10
5061;56032120311;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;ALTRI NAZIONALI;11
5062;56032120312;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;FORMAGGI STAGIONATI TAKE AWAY;212;FORMAGGI SEMIDURI/DURI;03;ALTRI ESTERI;12
5063;56032140101;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;GRANA A SERVIZIO ASSISTITO;214;PARMIGIANO REGGIANO;01;PARMIGIANO REGGIANO;01
5064;56032140201;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;GRANA A SERVIZIO ASSISTITO;214;GRANA PADANO;02;GRANA PADANO;01
5065;56032140301;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;GRANA A SERVIZIO ASSISTITO;214;ALTRI;03;ALTRI;01
5066;56032160101;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;GRANA TAKE AWAY;216;PARMIGIANO REGGIANO;01;PARMIGIANO REGGIANO;01
5067;56032160201;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;GRANA TAKE AWAY;216;GRANA PADANO;02;GRANA PADANO;01
5068;56032160301;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;GRANA TAKE AWAY;216;ALTRI;03;ALTRI;01
5069;56032180101;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PROSCIUTTI CRUDI;01;S.DANIELE;01
5070;56032180102;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PROSCIUTTI CRUDI;01;PARMA;02
5071;56032180103;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PROSCIUTTI CRUDI;01;ALTRI TIPICI;03
5072;56032180104;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PROSCIUTTI CRUDI;01;CRUDO NAZIONALE;04
5073;56032180105;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PROSCIUTTI CRUDI;01;CRUDO ESTERO;05
5074;56032180201;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PANCETTA;02;STAGIONATA;01
5075;56032180202;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PANCETTA;02;AFFUMICATA;02
5076;56032180203;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PANCETTA;02;AROMATIZZATA;03
5077;56032180301;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;SALAMI/SALSICCE;03;SALAMI;01
5078;56032180302;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;SALAMI/SALSICCE;03;SALSICCE;02
5079;56032180401;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;COPPE;04;COPPA/CAPOCOLLO/LONZA;01
5080;56032180402;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;COPPE;04;LONZINO;02
5081;56032180501;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;SPECK;05;SPECK;01
5082;56032180601;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;BRESAOLA;06;BRESAOLA;01
5083;56032180701;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;ALTRI SAL. CRUDI;07;LARDO STAGIONATO;01
5084;56032180702;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;ALTRI SAL. CRUDI;07;ALTRI SALUMI CRUDI;02
5085;56032180801;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PROSCIUTTO COTTO;08;COTTO NAZIONALE;01
5086;56032180802;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;PROSCIUTTO COTTO;08;COTTO ESTERO;02
5087;56032180901;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;MORTADELLE;09;MORTADELLE;01
5088;56032181001;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;ALTRI SAL. COTTI;10;ALTRI SAL. COTTI;01
5089;56032181002;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI A SERVIZIO ASSISTITO;218;ALTRI SAL. COTTI;10;ALTRI COTTI AVICOLO;02
5090;56032200101;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PROSCIUTTI CRUDI;01;S.DANIELE;01
5091;56032200102;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PROSCIUTTI CRUDI;01;PARMA;02
5092;56032200103;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PROSCIUTTI CRUDI;01;ALTRI TIPICI;03
5093;56032200104;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PROSCIUTTI CRUDI;01;CRUDO NAZIONALE;04
5094;56032200105;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PROSCIUTTI CRUDI;01;CRUDO ESTERO;05
5095;56032200201;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PANCETTA;02;STAGIONATA;01
5096;56032200202;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PANCETTA;02;AFFUMICATA;02
5097;56032200203;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;PANCETTA;02;AROMATIZZATA;03
5098;56032200301;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;SALAMI/SALSICCE;03;SALAMI;01
5099;56032200302;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;SALAMI/SALSICCE;03;SALSICCE;02
5100;56032200401;Alimentari;1;Freschi;2;FRESCHI;56;GASTRONOMIA;03;SALUMI TRANCI/INTERI TAKE AWAY;220;COPPE;04;COPPA/CAPOCOLLO/LONZA;01
5101;62063550401;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;GREMBIULI BAMBINI;355;GREMBIULI SCUOLA BIMBA;04;GREMBIULI LUNGHI;01
5102;62064320101;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA ESTATE;01;GIROCOLLO/POLO M/L;01
5103;62064320102;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA ESTATE;01;CARDIGAN/GILET;02
5104;62064320103;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA ESTATE;01;FELPE;03
5105;62064320104;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA ESTATE;01;T-SHIRT;04
5106;62064320105;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA ESTATE;01;VOGATORE;05
5107;62064320106;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA ESTATE;01;POLO M/M;06
5108;62064320201;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE ESTATE;02;PANTALONI CORTI;01
5109;62064320202;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE ESTATE;02;PANTALONI LUNGHI;02
5110;62064320203;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE ESTATE;02;JEANS;03
5111;62064320204;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE ESTATE;02;SALOPETTE CORTE;04
5112;62064320205;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE ESTATE;02;SALOPETTE LUNGHE;05
5113;62064320301;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;CAMICIE ESTATE;03;CAMICIE M/M;01
5114;62064320302;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;CAMICIE ESTATE;03;CAMICIE M/L;02
5115;62064320401;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;TUTE E COMPLETI ESTATE;04;TUTE LUNGHE;01
5116;62064320402;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;TUTE E COMPLETI ESTATE;04;TUTE CORTE;02
5117;62064320403;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;TUTE E COMPLETI ESTATE;04;COMPLETI S/M E M/M;03
5118;62064320404;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;TUTE E COMPLETI ESTATE;04;COMPLETI M/L;04
5119;62064320501;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;CAPI SPALLA ESTATE;05;GIUBBOTTI/GIACCONI;01
5120;62064320601;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA INVERNO;06;GIROCOLLO/POLO M/L;01
5121;62064320602;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA INVERNO;06;CARDIGAN/GILET;02
5122;62064320603;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;MAGLIERIA INVERNO;06;FELPE;03
5123;62064320701;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE INVERNO;07;PANTALONI LUNGHI;01
5124;62064320702;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE INVERNO;07;JEANS;02
5125;62064320703;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;PANTALONI E SALOPETTE INVERNO;07;SALOPETTE;03
5126;62064320801;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;CAMICIE INVERNO;08;CAMICIE M/L;01
5127;62064320901;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;TUTE E COMPLETI INVERNO;09;TUTE LUNGHE;01
5128;62064320902;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;TUTE E COMPLETI INVERNO;09;COMPLETI M/L;02
5129;62064321001;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;CAPI SPALLA/SACCHI INVERNO;10;GIUBBOTTI/GIACCONI;01
5130;62064321002;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;CAPI SPALLA/SACCHI INVERNO;10;SACCHI IMBOTTITI;02
5131;62064321003;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATO 0-36 MESI;432;CAPI SPALLA/SACCHI INVERNO;10;TUTE IMBOTTITE;03
5132;62064340101;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA ESTATE;01;CARDIGAN/GILET;01
5133;62064340102;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA ESTATE;01;FELPE;02
5134;62064340103;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA ESTATE;01;T-SHIRT;03
5135;62064340104;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA ESTATE;01;VOGATORE;04
5136;62064340105;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA ESTATE;01;POLO M/M;05
5137;62064340106;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA ESTATE;01;GIROCOLLO/POLO M/L;06
5138;62064340201;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE ESTATE;02;PANTALONI CORTI;01
5139;62064340202;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE ESTATE;02;PANTALONI LUNGHI;02
5140;62064340203;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE ESTATE;02;JEANS;03
5141;62064340204;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE ESTATE;02;SALOPETTE CORTE;04
5142;62064340205;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE ESTATE;02;SALOPETTE LUNGHE;05
5143;62064340301;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE ESTATE;03;ABITI S/M E M/M;01
5144;62064340302;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE ESTATE;03;ABITI M/L;02
5145;62064340303;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE ESTATE;03;GONNE;03
5146;62064340304;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE ESTATE;03;CAMICIE S/M-M/M;04
5147;62064340305;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE ESTATE;03;CAMICIE M/L;05
5148;62064340401;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;TUTE E COMPLETI ESTATE;04;TUTE LUNGHE;01
5149;62064340402;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;TUTE E COMPLETI ESTATE;04;TUTE CORTE;02
5150;62064340403;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;TUTE E COMPLETI ESTATE;04;COMPLETI S/M E M/M;03
5151;62064340404;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;TUTE E COMPLETI ESTATE;04;COMPLETI M/L;04
5152;62064340501;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;CAPI SPALLA ESTATE;05;GIUBBOTTI/GIACCONI;01
5153;62064340601;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA INVERNO;06;GIROCOLLO/POLO M/L;01
5154;62064340602;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA INVERNO;06;CARDIGAN/GILET;02
5155;62064340603;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;MAGLIERIA INVERNO;06;FELPE;03
5156;62064340701;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE INVERNO;07;PANTALONI LUNGHI;01
5157;62064340702;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE INVERNO;07;JEANS;02
5158;62064340703;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;PANTALONI E SALOPETTE INVERNO;07;SALOPETTE LUNGHE;03
5159;62064340801;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE INVERNO;08;ABITI S/M E M/M;01
5160;62064340802;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE INVERNO;08;ABITI M/L;02
5161;62064340803;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE INVERNO;08;GONNE;03
5162;62064340804;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;ABITI/GONNE/CAMICIE INVERNO;08;CAMICIE M/L;04
5163;62064340901;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;TUTE E COMPLETI INVERNO;09;TUTE LUNGHE;01
5164;62064340902;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;TUTE E COMPLETI INVERNO;09;COMPLETI M/L;02
5165;62064341001;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;CAPI SPALLA/SACCHI INVERNO;10;GIUBBOTTI/GIACCONI;01
5166;62064341002;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;CAPI SPALLA/SACCHI INVERNO;10;SACCHI IMBOTTITI;02
5167;62064341003;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO EST NEONATA 0-36 MESI;434;CAPI SPALLA/SACCHI INVERNO;10;TUTE IMBOTTITE;03
5168;62064360101;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO ESTERNO 3-12 BIMBO;436;MAGLIERIA ESTERNA ESTATE;01;GIROCOLLO/POLO M/L;01
5169;62064360102;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO ESTERNO 3-12 BIMBO;436;MAGLIERIA ESTERNA ESTATE;01;CARDIGAN/GILET;02
5170;62064360103;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO ESTERNO 3-12 BIMBO;436;MAGLIERIA ESTERNA ESTATE;01;FELPE;03
5171;62064360104;Non alimentari;2;No Food;3;PERSONA;62;ESTERNO BAMBINI E NEONATO;06;ABB.TO ESTERNO 3-12 BIMBO;436;MAGLIERIA ESTERNA ESTATE;01;T-SHIRT;04
